"x","y","island"
-159.62,21.894,"KAU"
-159.61,21.891,"KAU"
-159.61,21.889,"KAU"
-159.6,21.89,"KAU"
-159.6,21.887,"KAU"
-159.6,21.886,"KAU"
-159.59,21.887,"KAU"
-159.59,21.891,"KAU"
-159.59,21.895,"KAU"
-159.59,21.895,"KAU"
-159.59,21.891,"KAU"
-159.58,21.892,"KAU"
-159.58,21.892,"KAU"
-159.57,21.889,"KAU"
-159.57,21.889,"KAU"
-159.56,21.89,"KAU"
-159.56,21.888,"KAU"
-159.56,21.888,"KAU"
-159.55,21.886,"KAU"
-159.55,21.885,"KAU"
-159.54,21.883,"KAU"
-159.54,21.882,"KAU"
-159.53,21.882,"KAU"
-159.53,21.88,"KAU"
-159.52,21.877,"KAU"
-159.52,21.877,"KAU"
-159.52,21.878,"KAU"
-159.51,21.881,"KAU"
-159.51,21.883,"KAU"
-159.5,21.883,"KAU"
-159.5,21.882,"KAU"
-159.49,21.883,"KAU"
-159.49,21.881,"KAU"
-159.49,21.88,"KAU"
-159.48,21.878,"KAU"
-159.48,21.878,"KAU"
-159.47,21.877,"KAU"
-159.47,21.875,"KAU"
-159.46,21.873,"KAU"
-159.46,21.871,"KAU"
-159.46,21.87,"KAU"
-159.45,21.869,"KAU"
-159.45,21.865,"KAU"
-159.45,21.863,"KAU"
-162.41,6.3799,"KIN"
-162.41,6.3809,"KIN"
-162.4,6.3817,"KIN"
-162.4,6.3822,"KIN"
-162.39,6.3824,"KIN"
-162.39,6.3824,"KIN"
-162.38,6.3822,"KIN"
-162.38,6.382,"KIN"
-162.38,6.3812,"KIN"
-162.37,6.38,"KIN"
-162.37,6.3794,"KIN"
-162.36,6.3794,"KIN"
-162.36,6.3802,"KIN"
-162.35,6.3812,"KIN"
-162.35,6.3815,"KIN"
-162.34,6.3818,"KIN"
-162.34,6.3823,"KIN"
-162.34,6.3842,"KIN"
-162.33,6.3881,"KIN"
-162.33,6.3925,"KIN"
-162.34,6.3966,"KIN"
-162.34,6.4001,"KIN"
-162.34,6.4032,"KIN"
-162.34,6.4066,"KIN"
-162.35,6.4102,"KIN"
-162.35,6.4134,"KIN"
-162.35,6.4162,"KIN"
-162.36,6.4188,"KIN"
-162.36,6.4215,"KIN"
-162.37,6.424,"KIN"
-162.37,6.4265,"KIN"
-162.37,6.4292,"KIN"
-162.38,6.4318,"KIN"
-162.38,6.4345,"KIN"
-162.38,6.437,"KIN"
-162.39,6.4389,"KIN"
-162.39,6.4417,"KIN"
-162.39,6.4443,"KIN"
-162.4,6.4473,"KIN"
-162.4,6.4498,"KIN"
-162.41,6.4507,"KIN"
-162.41,6.4509,"KIN"
-162.41,6.4485,"KIN"
-162.42,6.4451,"KIN"
-162.42,6.4416,"KIN"
-162.42,6.4381,"KIN"
-162.43,6.4346,"KIN"
-162.43,6.4312,"KIN"
-162.43,6.4282,"KIN"
-162.43,6.4245,"KIN"
-162.44,6.4219,"KIN"
-162.44,6.4196,"KIN"
-162.44,6.4158,"KIN"
-162.44,6.4147,"KIN"
-162.45,6.4135,"KIN"
-162.45,6.4113,"KIN"
-162.46,6.409,"KIN"
-162.46,6.4067,"KIN"
-162.46,6.4052,"KIN"
-162.47,6.4029,"KIN"
-162.46,6.4007,"KIN"
-162.46,6.3993,"KIN"
-162.46,6.4023,"KIN"
-162.45,6.4046,"KIN"
-162.45,6.407,"KIN"
-162.44,6.4091,"KIN"
-162.44,6.411,"KIN"
-162.44,6.4116,"KIN"
-162.43,6.4143,"KIN"
-162.43,6.4184,"KIN"
-162.43,6.4221,"KIN"
-162.43,6.424,"KIN"
-162.42,6.4269,"KIN"
-162.42,6.4306,"KIN"
-162.42,6.4338,"KIN"
-162.41,6.4368,"KIN"
-162.41,6.441,"KIN"
-162.41,6.4429,"KIN"
-162.41,6.4441,"KIN"
-162.41,6.4472,"KIN"
-162.4,6.4482,"KIN"
-162.4,6.4456,"KIN"
-162.4,6.4434,"KIN"
-162.4,6.4413,"KIN"
-162.4,6.4382,"KIN"
-162.39,6.4355,"KIN"
-162.39,6.4331,"KIN"
-162.38,6.4307,"KIN"
-162.38,6.4282,"KIN"
-162.38,6.4253,"KIN"
-162.37,6.4229,"KIN"
-162.37,6.4201,"KIN"
-162.37,6.4174,"KIN"
-162.36,6.4145,"KIN"
-162.36,6.4117,"KIN"
-162.36,6.4084,"KIN"
-162.35,6.4051,"KIN"
-162.35,6.4017,"KIN"
-162.35,6.3977,"KIN"
-162.35,6.3937,"KIN"
-162.35,6.3909,"KIN"
-162.35,6.3882,"KIN"
-162.35,6.3875,"KIN"
-162.36,6.386,"KIN"
-162.36,6.3849,"KIN"
-162.37,6.3847,"KIN"
-162.37,6.3849,"KIN"
-162.37,6.3855,"KIN"
-162.38,6.3863,"KIN"
-162.38,6.387,"KIN"
-162.39,6.3873,"KIN"
-162.39,6.3872,"KIN"
-162.4,6.3869,"KIN"
-162.4,6.3864,"KIN"
-162.41,6.3856,"KIN"
-162.41,6.3848,"KIN"
-162.41,6.3841,"KIN"
-162.42,6.3834,"KIN"
-162.42,6.3832,"KIN"
-162.43,6.3834,"KIN"
-162.43,6.3833,"KIN"
-162.44,6.3829,"KIN"
-162.44,6.3822,"KIN"
-162.45,6.3833,"KIN"
-162.45,6.3834,"KIN"
-162.45,6.3844,"KIN"
-162.46,6.3865,"KIN"
-162.46,6.389,"KIN"
-162.46,6.3865,"KIN"
-162.47,6.3895,"KIN"
-162.46,6.393,"KIN"
-162.46,6.3971,"KIN"
-162.47,6.4006,"KIN"
-162.47,6.4015,"KIN"
-162.47,6.3989,"KIN"
-162.47,6.3955,"KIN"
-162.47,6.3917,"KIN"
-162.47,6.3893,"KIN"
-162.47,6.3869,"KIN"
-162.47,6.3849,"KIN"
-162.47,6.387,"KIN"
-162.47,6.3913,"KIN"
-162.47,6.3942,"KIN"
-162.48,6.3944,"KIN"
-162.48,6.39,"KIN"
-162.48,6.3857,"KIN"
-162.47,6.3833,"KIN"
-162.47,6.382,"KIN"
-162.46,6.3819,"KIN"
-162.46,6.382,"KIN"
-162.46,6.3804,"KIN"
-162.45,6.3801,"KIN"
-162.45,6.3793,"KIN"
-162.44,6.379,"KIN"
-162.44,6.3791,"KIN"
-162.44,6.3792,"KIN"
-162.43,6.3789,"KIN"
-162.43,6.3787,"KIN"
-162.42,6.3784,"KIN"
-178.32,28.384,"KUR"
-178.31,28.383,"KUR"
-178.31,28.383,"KUR"
-178.3,28.382,"KUR"
-178.3,28.383,"KUR"
-178.29,28.385,"KUR"
-178.29,28.387,"KUR"
-178.28,28.389,"KUR"
-178.28,28.393,"KUR"
-178.28,28.397,"KUR"
-178.28,28.401,"KUR"
-178.28,28.405,"KUR"
-178.28,28.409,"KUR"
-178.28,28.413,"KUR"
-178.28,28.416,"KUR"
-178.28,28.419,"KUR"
-178.28,28.423,"KUR"
-178.28,28.426,"KUR"
-178.29,28.427,"KUR"
-178.29,28.43,"KUR"
-178.29,28.433,"KUR"
-178.29,28.436,"KUR"
-178.29,28.439,"KUR"
-178.29,28.442,"KUR"
-178.3,28.445,"KUR"
-178.3,28.448,"KUR"
-178.3,28.451,"KUR"
-178.3,28.452,"KUR"
-178.31,28.455,"KUR"
-178.31,28.456,"KUR"
-178.31,28.457,"KUR"
-178.31,28.458,"KUR"
-178.32,28.458,"KUR"
-178.32,28.457,"KUR"
-178.32,28.458,"KUR"
-178.32,28.459,"KUR"
-178.32,28.459,"KUR"
-178.33,28.459,"KUR"
-178.33,28.458,"KUR"
-178.33,28.459,"KUR"
-178.33,28.458,"KUR"
-178.33,28.458,"KUR"
-178.34,28.457,"KUR"
-178.34,28.456,"KUR"
-178.34,28.455,"KUR"
-178.35,28.454,"KUR"
-178.35,28.453,"KUR"
-178.35,28.451,"KUR"
-178.35,28.45,"KUR"
-178.36,28.448,"KUR"
-178.36,28.446,"KUR"
-178.36,28.444,"KUR"
-178.37,28.441,"KUR"
-178.37,28.438,"KUR"
-178.37,28.436,"KUR"
-178.37,28.433,"KUR"
-178.37,28.43,"KUR"
-178.38,28.426,"KUR"
-178.38,28.423,"KUR"
-178.38,28.418,"KUR"
-178.38,28.414,"KUR"
-178.38,28.41,"KUR"
-178.38,28.407,"KUR"
-178.38,28.403,"KUR"
-178.37,28.4,"KUR"
-178.37,28.397,"KUR"
-178.37,28.393,"KUR"
-178.36,28.39,"KUR"
-178.36,28.389,"KUR"
-178.36,28.387,"KUR"
-178.35,28.386,"KUR"
-178.35,28.386,"KUR"
-178.34,28.385,"KUR"
-178.34,28.385,"KUR"
-178.33,28.384,"KUR"
-178.33,28.383,"KUR"
-178.33,28.381,"KUR"
-178.32,28.381,"KUR"
-156.89,20.736,"LAN"
-156.89,20.74,"LAN"
-156.88,20.742,"LAN"
-156.88,20.742,"LAN"
-156.87,20.743,"LAN"
-156.87,20.746,"LAN"
-156.87,20.749,"LAN"
-156.86,20.751,"LAN"
-156.86,20.753,"LAN"
-156.85,20.755,"LAN"
-156.85,20.755,"LAN"
-156.84,20.756,"LAN"
-156.84,20.757,"LAN"
-156.84,20.759,"LAN"
-156.83,20.762,"LAN"
-156.83,20.765,"LAN"
-156.83,20.769,"LAN"
-156.82,20.773,"LAN"
-156.82,20.777,"LAN"
-156.82,20.781,"LAN"
-156.82,20.784,"LAN"
-156.81,20.787,"LAN"
-156.81,20.791,"LAN"
-156.81,20.795,"LAN"
-156.81,20.799,"LAN"
-156.81,20.803,"LAN"
-156.8,20.807,"LAN"
-156.8,20.811,"LAN"
-156.8,20.816,"LAN"
-156.8,20.82,"LAN"
-156.8,20.825,"LAN"
-156.8,20.828,"LAN"
-156.81,20.832,"LAN"
-156.81,20.836,"LAN"
-156.81,20.84,"LAN"
-156.81,20.844,"LAN"
-156.82,20.848,"LAN"
-156.82,20.851,"LAN"
-156.82,20.855,"LAN"
-156.82,20.858,"LAN"
-156.83,20.862,"LAN"
-156.83,20.865,"LAN"
-156.83,20.869,"LAN"
-156.84,20.872,"LAN"
-156.84,20.876,"LAN"
-156.84,20.879,"LAN"
-156.85,20.882,"LAN"
-156.85,20.885,"LAN"
-156.85,20.888,"LAN"
-156.86,20.891,"LAN"
-156.86,20.893,"LAN"
-156.86,20.897,"LAN"
-156.87,20.899,"LAN"
-156.87,20.902,"LAN"
-156.87,20.904,"LAN"
-156.88,20.908,"LAN"
-156.88,20.911,"LAN"
-156.88,20.914,"LAN"
-156.89,20.917,"LAN"
-156.89,20.918,"LAN"
-156.9,20.92,"LAN"
-156.9,20.922,"LAN"
-156.9,20.924,"LAN"
-156.91,20.925,"LAN"
-156.91,20.925,"LAN"
-156.92,20.927,"LAN"
-156.92,20.927,"LAN"
-156.93,20.927,"LAN"
-156.93,20.927,"LAN"
-156.94,20.927,"LAN"
-156.94,20.928,"LAN"
-156.95,20.93,"LAN"
-156.95,20.931,"LAN"
-156.96,20.931,"LAN"
-156.96,20.93,"LAN"
-156.97,20.93,"LAN"
-156.97,20.931,"LAN"
-156.98,20.932,"LAN"
-156.98,20.931,"LAN"
-156.98,20.932,"LAN"
-156.99,20.932,"LAN"
-156.99,20.932,"LAN"
-157,20.932,"LAN"
-157,20.931,"LAN"
-157.01,20.931,"LAN"
-157.01,20.93,"LAN"
-157.02,20.929,"LAN"
-157.02,20.929,"LAN"
-157.03,20.928,"LAN"
-157.03,20.926,"LAN"
-157.04,20.925,"LAN"
-157.04,20.923,"LAN"
-157.04,20.921,"LAN"
-157.05,20.918,"LAN"
-157.05,20.916,"LAN"
-157.06,20.914,"LAN"
-157.06,20.911,"LAN"
-157.06,20.907,"LAN"
-157.06,20.903,"LAN"
-157.06,20.899,"LAN"
-157.06,20.894,"LAN"
-157.06,20.89,"LAN"
-157.06,20.887,"LAN"
-157.06,20.883,"LAN"
-157.06,20.879,"LAN"
-157.05,20.876,"LAN"
-157.05,20.872,"LAN"
-157.05,20.869,"LAN"
-157.05,20.866,"LAN"
-157.04,20.864,"LAN"
-157.04,20.862,"LAN"
-157.03,20.86,"LAN"
-157.03,20.861,"LAN"
-157.03,20.86,"LAN"
-157.02,20.858,"LAN"
-157.02,20.856,"LAN"
-157.02,20.853,"LAN"
-157.01,20.851,"LAN"
-157.01,20.848,"LAN"
-157.01,20.844,"LAN"
-157,20.841,"LAN"
-157,20.836,"LAN"
-157,20.833,"LAN"
-157,20.829,"LAN"
-156.99,20.825,"LAN"
-156.99,20.821,"LAN"
-156.99,20.817,"LAN"
-156.99,20.813,"LAN"
-156.99,20.809,"LAN"
-156.99,20.805,"LAN"
-156.99,20.801,"LAN"
-156.99,20.797,"LAN"
-156.99,20.793,"LAN"
-156.99,20.789,"LAN"
-156.99,20.785,"LAN"
-156.99,20.782,"LAN"
-156.99,20.778,"LAN"
-156.99,20.773,"LAN"
-156.99,20.769,"LAN"
-156.99,20.765,"LAN"
-156.99,20.76,"LAN"
-156.98,20.756,"LAN"
-156.98,20.752,"LAN"
-156.98,20.749,"LAN"
-156.98,20.746,"LAN"
-156.97,20.743,"LAN"
-156.97,20.74,"LAN"
-156.97,20.736,"LAN"
-156.97,20.732,"LAN"
-156.96,20.731,"LAN"
-156.96,20.731,"LAN"
-156.95,20.732,"LAN"
-156.95,20.732,"LAN"
-156.94,20.732,"LAN"
-156.94,20.732,"LAN"
-156.93,20.733,"LAN"
-156.93,20.732,"LAN"
-156.92,20.732,"LAN"
-156.92,20.732,"LAN"
-156.91,20.734,"LAN"
-156.91,20.734,"LAN"
-156.91,20.734,"LAN"
-156.9,20.736,"LAN"
-156.9,20.735,"LAN"
-156.89,20.732,"LAN"
-171.74,25.753,"LAY"
-171.74,25.75,"LAY"
-171.74,25.748,"LAY"
-171.74,25.747,"LAY"
-171.74,25.747,"LAY"
-171.74,25.745,"LAY"
-171.74,25.743,"LAY"
-171.73,25.742,"LAY"
-171.73,25.743,"LAY"
-171.73,25.745,"LAY"
-171.73,25.745,"LAY"
-171.73,25.747,"LAY"
-171.73,25.749,"LAY"
-171.73,25.751,"LAY"
-171.73,25.754,"LAY"
-171.73,25.756,"LAY"
-171.73,25.76,"LAY"
-171.72,25.76,"LAY"
-171.72,25.764,"LAY"
-171.72,25.767,"LAY"
-171.72,25.77,"LAY"
-171.72,25.773,"LAY"
-171.72,25.776,"LAY"
-171.71,25.779,"LAY"
-171.71,25.782,"LAY"
-171.71,25.783,"LAY"
-171.72,25.785,"LAY"
-171.72,25.787,"LAY"
-171.75,25.765,"LAY"
-171.75,25.762,"LAY"
-171.75,25.763,"LAY"
-171.75,25.775,"LAY"
-171.75,25.773,"LAY"
-171.75,25.77,"LAY"
-171.75,25.78,"LAY"
-171.75,25.777,"LAY"
-171.75,25.774,"LAY"
-171.75,25.783,"LAY"
-171.75,25.78,"LAY"
-171.74,25.786,"LAY"
-171.74,25.785,"LAY"
-171.75,25.784,"LAY"
-171.73,25.788,"LAY"
-171.73,25.787,"LAY"
-171.73,25.788,"LAY"
-171.72,25.787,"LAY"
-171.73,25.788,"LAY"
-173.9,25.933,"LIS"
-173.9,25.935,"LIS"
-173.92,25.93,"LIS"
-173.92,25.928,"LIS"
-173.9,25.935,"LIS"
-173.89,25.937,"LIS"
-173.92,25.932,"LIS"
-173.92,25.931,"LIS"
-173.92,25.93,"LIS"
-173.89,25.942,"LIS"
-173.89,25.945,"LIS"
-173.89,25.947,"LIS"
-173.89,25.947,"LIS"
-173.88,25.946,"LIS"
-173.88,25.944,"LIS"
-173.88,25.948,"LIS"
-173.88,25.95,"LIS"
-173.87,25.952,"LIS"
-173.87,25.954,"LIS"
-173.87,25.956,"LIS"
-173.87,25.957,"LIS"
-173.87,25.959,"LIS"
-173.87,25.963,"LIS"
-173.87,25.963,"LIS"
-173.88,25.944,"LIS"
-173.88,25.941,"LIS"
-173.95,25.941,"LIS"
-173.95,25.942,"LIS"
-173.94,25.939,"LIS"
-173.94,25.936,"LIS"
-173.88,25.954,"LIS"
-173.88,25.952,"LIS"
-173.88,25.955,"LIS"
-173.88,25.956,"LIS"
-173.87,25.96,"LIS"
-173.87,25.961,"LIS"
-173.97,25.951,"LIS"
-173.97,25.951,"LIS"
-173.97,25.955,"LIS"
-173.97,25.959,"LIS"
-173.97,25.962,"LIS"
-173.86,25.965,"LIS"
-173.87,25.967,"LIS"
-173.86,25.969,"LIS"
-173.86,25.97,"LIS"
-173.86,25.973,"LIS"
-173.87,25.975,"LIS"
-173.87,25.978,"LIS"
-173.87,25.976,"LIS"
-173.87,25.978,"LIS"
-173.87,25.98,"LIS"
-173.87,25.984,"LIS"
-173.87,25.983,"LIS"
-173.87,25.981,"LIS"
-173.87,25.987,"LIS"
-173.87,25.987,"LIS"
-173.98,25.978,"LIS"
-173.98,25.98,"LIS"
-173.99,25.981,"LIS"
-173.86,25.991,"LIS"
-173.86,25.991,"LIS"
-173.87,25.998,"LIS"
-173.87,25.998,"LIS"
-173.87,26.001,"LIS"
-173.87,26.002,"LIS"
-173.87,26.002,"LIS"
-173.87,26.004,"LIS"
-174,25.988,"LIS"
-174,25.987,"LIS"
-173.87,26.006,"LIS"
-173.87,26.005,"LIS"
-174,25.994,"LIS"
-174,25.992,"LIS"
-174,25.999,"LIS"
-174.01,26.002,"LIS"
-174,26.003,"LIS"
-174,26.005,"LIS"
-174,26.008,"LIS"
-174.01,26.008,"LIS"
-174.01,26.005,"LIS"
-174.01,26,"LIS"
-173.88,26.014,"LIS"
-173.87,26.012,"LIS"
-173.87,26.013,"LIS"
-173.88,26.017,"LIS"
-173.88,26.016,"LIS"
-173.88,26.019,"LIS"
-173.88,26.021,"LIS"
-173.87,26.024,"LIS"
-173.88,26.026,"LIS"
-173.88,26.02,"LIS"
-173.89,26.022,"LIS"
-173.88,26.024,"LIS"
-174.01,26.013,"LIS"
-174.01,26.015,"LIS"
-173.88,26.026,"LIS"
-173.88,26.027,"LIS"
-173.88,26.027,"LIS"
-173.88,26.026,"LIS"
-173.89,26.029,"LIS"
-173.89,26.032,"LIS"
-173.89,26.034,"LIS"
-173.89,26.034,"LIS"
-173.89,26.037,"LIS"
-173.9,26.039,"LIS"
-173.89,26.027,"LIS"
-173.89,26.03,"LIS"
-173.88,26.03,"LIS"
-173.88,26.032,"LIS"
-173.88,26.03,"LIS"
-173.89,26.034,"LIS"
-173.89,26.032,"LIS"
-173.89,26.037,"LIS"
-173.89,26.037,"LIS"
-173.88,26.037,"LIS"
-173.88,26.034,"LIS"
-173.89,26.042,"LIS"
-173.89,26.039,"LIS"
-173.89,26.042,"LIS"
-173.89,26.044,"LIS"
-173.9,26.04,"LIS"
-173.89,26.042,"LIS"
-173.9,26.046,"LIS"
-173.9,26.046,"LIS"
-173.9,26.047,"LIS"
-173.89,26.047,"LIS"
-173.9,26.047,"LIS"
-173.9,26.053,"LIS"
-173.9,26.056,"LIS"
-173.9,26.052,"LIS"
-173.9,26.059,"LIS"
-173.91,26.056,"LIS"
-173.9,26.057,"LIS"
-174.01,26.043,"LIS"
-174.01,26.041,"LIS"
-174.02,26.037,"LIS"
-174.01,26.034,"LIS"
-174.01,26.03,"LIS"
-174.01,26.028,"LIS"
-174.01,26.024,"LIS"
-174.01,26.023,"LIS"
-174.01,26.02,"LIS"
-174.01,26.016,"LIS"
-174.01,26.018,"LIS"
-174.01,26.014,"LIS"
-174.01,26.01,"LIS"
-174.01,26.009,"LIS"
-174.01,26.009,"LIS"
-174.01,26.05,"LIS"
-174.01,26.051,"LIS"
-174.01,26.047,"LIS"
-173.9,26.067,"LIS"
-173.9,26.063,"LIS"
-173.9,26.066,"LIS"
-173.9,26.064,"LIS"
-173.9,26.061,"LIS"
-173.9,26.057,"LIS"
-173.9,26.054,"LIS"
-173.9,26.052,"LIS"
-173.9,26.07,"LIS"
-173.91,26.071,"LIS"
-173.92,26.069,"LIS"
-173.92,26.072,"LIS"
-173.92,26.07,"LIS"
-173.93,26.069,"LIS"
-173.93,26.071,"LIS"
-173.92,26.072,"LIS"
-173.92,26.073,"LIS"
-173.93,26.073,"LIS"
-173.93,26.07,"LIS"
-173.93,26.069,"LIS"
-173.94,26.072,"LIS"
-173.94,26.075,"LIS"
-173.94,26.072,"LIS"
-173.94,26.074,"LIS"
-173.94,26.076,"LIS"
-173.94,26.076,"LIS"
-173.94,26.08,"LIS"
-173.94,26.07,"LIS"
-173.94,26.07,"LIS"
-173.91,26.072,"LIS"
-173.91,26.07,"LIS"
-173.91,26.071,"LIS"
-173.92,26.074,"LIS"
-173.92,26.075,"LIS"
-173.92,26.076,"LIS"
-173.94,26.078,"LIS"
-173.95,26.082,"LIS"
-173.95,26.085,"LIS"
-173.95,26.084,"LIS"
-173.95,26.081,"LIS"
-173.94,26.081,"LIS"
-173.95,26.079,"LIS"
-173.95,26.081,"LIS"
-173.94,26.084,"LIS"
-173.94,26.087,"LIS"
-173.95,26.086,"LIS"
-173.95,26.084,"LIS"
-173.95,26.088,"LIS"
-173.96,26.088,"LIS"
-173.96,26.086,"LIS"
-173.96,26.089,"LIS"
-173.96,26.092,"LIS"
-173.96,26.093,"LIS"
-173.97,26.092,"LIS"
-173.97,26.084,"LIS"
-173.97,26.085,"LIS"
-173.99,26.081,"LIS"
-173.99,26.079,"LIS"
-173.99,26.076,"LIS"
-173.99,26.073,"LIS"
-174,26.074,"LIS"
-174,26.071,"LIS"
-174.01,26.069,"LIS"
-174.01,26.066,"LIS"
-174.01,26.066,"LIS"
-174.01,26.063,"LIS"
-174.01,26.059,"LIS"
-174.01,26.055,"LIS"
-174.01,26.052,"LIS"
-174.01,26.053,"LIS"
-174,26.051,"LIS"
-174.01,26.049,"LIS"
-174.01,26.046,"LIS"
-173.95,26.088,"LIS"
-173.95,26.088,"LIS"
-173.97,26.091,"LIS"
-173.96,26.087,"LIS"
-173.97,26.087,"LIS"
-173.97,26.086,"LIS"
-173.98,26.089,"LIS"
-173.98,26.085,"LIS"
-173.98,26.083,"LIS"
-173.95,26.091,"LIS"
-156.36,20.576,"MAI"
-156.36,20.578,"MAI"
-156.35,20.58,"MAI"
-156.35,20.581,"MAI"
-156.35,20.583,"MAI"
-156.34,20.581,"MAI"
-156.34,20.58,"MAI"
-156.33,20.581,"MAI"
-156.33,20.583,"MAI"
-156.32,20.581,"MAI"
-156.32,20.583,"MAI"
-156.32,20.583,"MAI"
-156.31,20.582,"MAI"
-156.31,20.581,"MAI"
-156.3,20.581,"MAI"
-156.3,20.581,"MAI"
-156.29,20.583,"MAI"
-156.29,20.585,"MAI"
-156.29,20.586,"MAI"
-156.28,20.589,"MAI"
-156.28,20.592,"MAI"
-156.27,20.592,"MAI"
-156.27,20.593,"MAI"
-156.27,20.596,"MAI"
-156.26,20.598,"MAI"
-156.26,20.6,"MAI"
-156.25,20.602,"MAI"
-156.25,20.604,"MAI"
-156.25,20.605,"MAI"
-156.24,20.607,"MAI"
-156.24,20.61,"MAI"
-156.23,20.611,"MAI"
-156.23,20.612,"MAI"
-156.23,20.614,"MAI"
-156.22,20.617,"MAI"
-156.22,20.619,"MAI"
-156.21,20.621,"MAI"
-156.21,20.622,"MAI"
-156.2,20.623,"MAI"
-156.2,20.623,"MAI"
-156.19,20.625,"MAI"
-156.19,20.626,"MAI"
-156.19,20.625,"MAI"
-156.18,20.625,"MAI"
-156.18,20.623,"MAI"
-156.17,20.621,"MAI"
-156.17,20.62,"MAI"
-156.17,20.621,"MAI"
-156.16,20.619,"MAI"
-156.16,20.623,"MAI"
-156.15,20.623,"MAI"
-156.15,20.623,"MAI"
-156.14,20.623,"MAI"
-156.14,20.62,"MAI"
-156.14,20.618,"MAI"
-156.13,20.619,"MAI"
-156.13,20.621,"MAI"
-156.12,20.622,"MAI"
-156.12,20.626,"MAI"
-156.12,20.626,"MAI"
-156.12,20.629,"MAI"
-156.11,20.631,"MAI"
-156.11,20.635,"MAI"
-156.11,20.639,"MAI"
-156.1,20.64,"MAI"
-156.1,20.641,"MAI"
-156.09,20.641,"MAI"
-156.09,20.643,"MAI"
-156.09,20.645,"MAI"
-156.08,20.647,"MAI"
-156.08,20.648,"MAI"
-156.07,20.646,"MAI"
-156.07,20.645,"MAI"
-156.06,20.645,"MAI"
-156.06,20.646,"MAI"
-156.05,20.647,"MAI"
-156.05,20.649,"MAI"
-156.05,20.651,"MAI"
-156.04,20.655,"MAI"
-156.04,20.658,"MAI"
-156.04,20.661,"MAI"
-156.04,20.664,"MAI"
-156.04,20.668,"MAI"
-156.03,20.672,"MAI"
-156.03,20.675,"MAI"
-156.03,20.679,"MAI"
-156.02,20.68,"MAI"
-156.02,20.681,"MAI"
-156.02,20.682,"MAI"
-156.01,20.681,"MAI"
-156.01,20.684,"MAI"
-156,20.687,"MAI"
-156,20.69,"MAI"
-156,20.693,"MAI"
-156,20.697,"MAI"
-155.99,20.701,"MAI"
-155.99,20.704,"MAI"
-155.99,20.706,"MAI"
-155.98,20.71,"MAI"
-155.98,20.714,"MAI"
-155.98,20.718,"MAI"
-155.98,20.72,"MAI"
-155.98,20.724,"MAI"
-155.98,20.728,"MAI"
-155.98,20.731,"MAI"
-155.98,20.733,"MAI"
-155.98,20.737,"MAI"
-155.98,20.742,"MAI"
-155.98,20.746,"MAI"
-155.98,20.75,"MAI"
-155.98,20.754,"MAI"
-155.98,20.757,"MAI"
-155.98,20.761,"MAI"
-155.98,20.764,"MAI"
-155.98,20.769,"MAI"
-155.98,20.768,"MAI"
-155.98,20.772,"MAI"
-155.99,20.776,"MAI"
-155.99,20.779,"MAI"
-155.99,20.782,"MAI"
-155.99,20.785,"MAI"
-156,20.788,"MAI"
-156,20.792,"MAI"
-156,20.795,"MAI"
-156.01,20.798,"MAI"
-156.01,20.8,"MAI"
-156.02,20.8,"MAI"
-156.02,20.802,"MAI"
-156.02,20.804,"MAI"
-156.03,20.806,"MAI"
-156.03,20.808,"MAI"
-156.04,20.809,"MAI"
-156.04,20.809,"MAI"
-156.05,20.81,"MAI"
-156.05,20.811,"MAI"
-156.06,20.811,"MAI"
-156.06,20.814,"MAI"
-156.06,20.816,"MAI"
-156.07,20.819,"MAI"
-156.07,20.822,"MAI"
-156.07,20.821,"MAI"
-156.08,20.824,"MAI"
-156.08,20.825,"MAI"
-156.08,20.828,"MAI"
-156.09,20.83,"MAI"
-156.09,20.829,"MAI"
-156.1,20.828,"MAI"
-156.1,20.828,"MAI"
-156.1,20.829,"MAI"
-156.11,20.828,"MAI"
-156.1,20.83,"MAI"
-156.11,20.83,"MAI"
-156.11,20.832,"MAI"
-156.12,20.836,"MAI"
-156.12,20.839,"MAI"
-156.12,20.839,"MAI"
-156.12,20.842,"MAI"
-156.12,20.846,"MAI"
-156.12,20.849,"MAI"
-156.12,20.849,"MAI"
-156.13,20.853,"MAI"
-156.13,20.857,"MAI"
-156.13,20.86,"MAI"
-156.13,20.862,"MAI"
-156.14,20.864,"MAI"
-156.14,20.866,"MAI"
-156.15,20.868,"MAI"
-156.15,20.866,"MAI"
-156.15,20.864,"MAI"
-156.16,20.864,"MAI"
-156.16,20.866,"MAI"
-156.16,20.866,"MAI"
-156.17,20.87,"MAI"
-156.17,20.874,"MAI"
-156.17,20.876,"MAI"
-156.17,20.878,"MAI"
-156.18,20.879,"MAI"
-156.18,20.882,"MAI"
-156.18,20.885,"MAI"
-156.19,20.888,"MAI"
-156.19,20.891,"MAI"
-156.19,20.894,"MAI"
-156.2,20.897,"MAI"
-156.2,20.899,"MAI"
-156.2,20.901,"MAI"
-156.21,20.905,"MAI"
-156.21,20.904,"MAI"
-156.21,20.908,"MAI"
-156.21,20.912,"MAI"
-156.22,20.915,"MAI"
-156.22,20.916,"MAI"
-156.22,20.916,"MAI"
-156.23,20.919,"MAI"
-156.23,20.923,"MAI"
-156.23,20.928,"MAI"
-156.23,20.93,"MAI"
-156.23,20.931,"MAI"
-156.24,20.934,"MAI"
-156.24,20.937,"MAI"
